dataset,arch,level,scale,single_tokens,cum_tokens,tokens_used,method,ece_percent_mean,ece_percent_std,adaptive_ece_percent_mean,adaptive_ece_percent_std,brier_mean,brier_std,auroc_mean,auroc_std
vizwiz-vqa,m3,1,1,1,1,1,Naive Confidence (NC),16.86922367227344,0.4706979068012079,17.05817285038277,0.5634700316108905,0.22006978219725984,0.0053606418016443995,0.7437934027777777,0.01730929589709551
vizwiz-vqa,m3,1,1,1,1,1,Platt Scaling (1D),6.611993322444043,1.4300048721304262,7.372474109971215,1.6607673315414702,0.18932306197244397,0.006684633210520448,0.7437934027777777,0.01730929589709551
vizwiz-vqa,m3,1,1,1,1,1,Temperature Scaling (TS),16.339233367943642,0.4230297592349423,16.444345243203493,0.5504975088409118,0.2173057137825502,0.005223108916290943,0.7437934027777777,0.01730929589709551
vizwiz-vqa,m3,1,1,1,1,1,Trajectory Platt (5D),6.697579941339789,1.501008498309319,7.37029803004116,1.663368178544508,0.18932411507111757,0.006676942653996078,0.7437934027777777,0.01730929589709551
vizwiz-vqa,m3,2,9,9,10,9,Naive Confidence (NC),15.275396564260237,0.39029110118517835,15.038402077059834,0.5851754479512807,0.21160896747006525,0.0127998439306066,0.7689648899399673,0.037835987534081066
vizwiz-vqa,m3,2,9,9,10,9,Platt Scaling (1D),6.481833552889334,1.2388106013422178,7.279435680614502,1.213084097957071,0.18717367959917341,0.01379577339218508,0.7689648899399673,0.037835987534081066
vizwiz-vqa,m3,2,9,9,10,9,Temperature Scaling (TS),14.659456257291902,0.6842953622560507,14.40222218054698,1.1111707469307608,0.20976774461593933,0.010285788712582537,0.7689648899399673,0.037835987534081066
vizwiz-vqa,m3,2,9,9,10,10,Trajectory Platt (5D),5.9039783863350745,0.9984183779512836,6.325309663824737,1.2367808919907033,0.1868163469863558,0.013998836263639482,0.7697029548584943,0.03835392605887461
vizwiz-vqa,m3,3,36,36,46,36,Naive Confidence (NC),13.510954232275363,0.29230795218422945,13.313671243244126,0.3652738507361558,0.2092157660804001,0.012699781227713858,0.7724595666768386,0.03184886400867439
vizwiz-vqa,m3,3,36,36,46,36,Platt Scaling (1D),6.118362279301836,1.2298935705608085,6.585130029763564,0.6192352314753249,0.18996940230584988,0.012868172621593867,0.7724595666768386,0.03184886400867439
vizwiz-vqa,m3,3,36,36,46,36,Temperature Scaling (TS),13.175617641922917,0.1495583151804008,12.69417277282012,0.48893609946541705,0.2071926937429458,0.010792608233422285,0.7724595666768386,0.03184886400867439
vizwiz-vqa,m3,3,36,36,46,46,Trajectory Platt (5D),5.791259060055016,1.485521587066209,6.851862175762653,1.4237370750520537,0.19061330698489193,0.013365661044044928,0.7708981792289695,0.033061300296929705
vizwiz-vqa,m3,4,144,144,190,144,Naive Confidence (NC),13.536718752322752,1.1699404887219764,13.795062439598926,1.304002556209633,0.20993328952878848,0.007152229693443399,0.7756010010364266,0.027555919758894695
vizwiz-vqa,m3,4,144,144,190,144,Platt Scaling (1D),5.051485172600527,0.8501671753220567,5.71983719438544,0.8329100133891462,0.19004686422568348,0.010670304508841086,0.7756010010364266,0.027555919758894695
vizwiz-vqa,m3,4,144,144,190,144,Temperature Scaling (TS),12.818221893370083,1.0207026746533008,12.947761094477377,1.0903390947691098,0.20781691676773956,0.0066096134841558156,0.7756010010364266,0.027555919758894695
vizwiz-vqa,m3,4,144,144,190,190,Trajectory Platt (5D),6.194476374331862,1.4751424159413224,6.540015243645759,0.5508498879135731,0.1907543205450917,0.01104475155055292,0.7735685937460502,0.02815975777479955
vizwiz-vqa,m3,5,576,576,766,576,Naive Confidence (NC),17.354184288922923,1.4439630856509171,17.43617184723637,1.6672009953578815,0.21140451809286298,0.00629048302695926,0.7926927083333334,0.008030753470383926
vizwiz-vqa,m3,5,576,576,766,576,Platt Scaling (1D),6.015441051110252,1.447762394152614,6.269303702022364,1.2737991016747234,0.17975860716460898,0.003967283838887163,0.7926927083333334,0.008030753470383926
vizwiz-vqa,m3,5,576,576,766,576,Temperature Scaling (TS),16.166950870606474,1.1983673619766624,16.49351308314806,1.4326960635150956,0.20954107097178407,0.00457782512716127,0.7926927083333334,0.008030753470383926
vizwiz-vqa,m3,5,576,576,766,766,Trajectory Platt (5D),6.30454135206528,0.23795215278802986,5.859485843265429,0.4912143043334985,0.18043396622352342,0.00431479428198051,0.7916666666666667,0.009728087578451824
vizwiz-vqa,mqt,1,1,1,1,1,Naive Confidence (NC),19.239966223947704,0.37036624594897066,19.239966223947704,0.3703662459489697,0.16190634846713525,0.005467652784393486,0.8007635044855889,0.017857580771759772
vizwiz-vqa,mqt,1,1,1,1,1,Platt Scaling (1D),5.534503570840768,0.7556744243215793,6.161222983572562,0.26688228494090915,0.11800760839789648,0.0030584325599728236,0.8007635044855889,0.017857580771759772
vizwiz-vqa,mqt,1,1,1,1,1,Temperature Scaling (TS),19.624093457593467,0.23875307721471722,19.624093457593467,0.23875307721471936,0.16223895551497566,0.005229847561783587,0.8007635044855889,0.017857580771759772
vizwiz-vqa,mqt,1,1,1,1,1,Trajectory Platt (5D),5.492522475402802,0.832108245353408,6.163733452092856,0.26941145188009163,0.11798967982292637,0.003050758332819686,0.8007635044855889,0.017857580771759772
vizwiz-vqa,mqt,2,9,9,10,9,Naive Confidence (NC),22.60413845190778,2.07319139382148,22.625213804189116,2.0505376740642522,0.19776555372683513,0.019789796193259664,0.7969060066147444,0.023014222597993624
vizwiz-vqa,mqt,2,9,9,10,9,Platt Scaling (1D),6.530887064845681,1.469936550586963,6.10782715794043,1.6890470705256804,0.1437559116120821,0.009565578082892242,0.7969060066147444,0.023014222597993624
vizwiz-vqa,mqt,2,9,9,10,9,Temperature Scaling (TS),23.82800201617889,1.500046271912513,23.828002016178885,1.500046271912513,0.1994904498581002,0.01596683222697222,0.7969060066147444,0.023014222597993624
vizwiz-vqa,mqt,2,9,9,10,10,Trajectory Platt (5D),5.810621050093323,1.7477155140475318,6.433968231733888,1.0113925340875043,0.1418321185785698,0.009595617763596152,0.7951705252676127,0.019950203346709237
vizwiz-vqa,mqt,3,36,36,46,36,Naive Confidence (NC),24.237722972035407,0.7371602133358891,24.237722972035414,0.7371602133358868,0.21904238952622862,0.004850181345514242,0.7929790784238223,0.016567771215280917
vizwiz-vqa,mqt,3,36,36,46,36,Platt Scaling (1D),8.654785063581688,0.9534810674185139,8.373683644597577,1.3777210121648602,0.16162556675937007,0.007438013556855241,0.7929790784238223,0.016567771215280917
vizwiz-vqa,mqt,3,36,36,46,36,Temperature Scaling (TS),24.95087512330883,0.673997970249543,24.88041534415647,0.5439508762840862,0.2185955625674146,0.002972879600742624,0.7929790784238223,0.016567771215280917
vizwiz-vqa,mqt,3,36,36,46,46,Trajectory Platt (5D),6.648341326974332,1.0504285106721658,6.9904350465163585,0.7046085675247058,0.1576034322519549,0.00910031397158254,0.7953086895135413,0.019670721091345832
vizwiz-vqa,mqt,4,144,144,190,144,Naive Confidence (NC),25.89991786889732,1.4408602653903286,25.89991786889732,1.4408602653903277,0.2358686920400027,0.010968907147598067,0.7843916949975717,0.01502247738736212
vizwiz-vqa,mqt,4,144,144,190,144,Platt Scaling (1D),7.089543899218151,0.8753466720105167,6.86008704118979,0.7616951625500918,0.16752016717560717,0.004866791017595939,0.7843916949975717,0.01502247738736212
vizwiz-vqa,mqt,4,144,144,190,144,Temperature Scaling (TS),24.73048364878357,0.7056985715378224,24.661181144451696,0.7851508143303326,0.22783729702635985,0.005730713032852098,0.7843916949975717,0.01502247738736212
vizwiz-vqa,mqt,4,144,144,190,190,Trajectory Platt (5D),6.0663366118446,1.532046697402814,6.063416987098753,1.1245871323673646,0.16624533330540786,0.004156249609121131,0.7770276833414279,0.012489161870371775
